Site,Longitude,Latitude,Elevation,species,Type,Type2,D,H,Ac,Soil,potential evotranspiration (mm d-1),potential evotranspiration (mm month-1),actual evotranspoiration(mm d-1),Gst,MT,MP,MP1,Solar,MI,R
673,14.61277778,56.01916667,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.218121212,18.35,NA,453.9883,1.027636,12.331632,1.021311,8.790909091,8.05,50.83333333,610,110.1666667,4.122190261,NA
674,9.398333333,56.02638889,25,Fagus sylvatica*,deciduous,angiosperm,0.078461538,NA,NA,751.546,0.9318076,11.1816912,0.9260646,7.958333333,7.958333333,69.75,837,100.5833333,6.237875716,NA
674,9.398333333,56.02638889,25,NA,NA,NA,0.049,NA,NA,751.546,0.9318076,11.1816912,0.9260646,7.958333333,7.958333333,69.75,837,100.5833333,6.237875716,NA
674,9.398333333,56.02638889,25,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.310846698,20.04153846,NA,751.546,0.9318076,11.1816912,0.9260646,7.958333333,7.958333333,69.75,837,100.5833333,6.237875716,NA
675,13.92638889,56.03361111,75,Fagus sylvatica*,deciduous,angiosperm,0.165541667,11.10416667,NA,754.0243,0.944524,11.334288,0.9288242,8.94,7.3,56.91666667,683,103.5,5.021635825,NA
675,13.92638889,56.03361111,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.298633333,22.61666667,NA,754.0243,0.944524,11.334288,0.9288242,8.94,7.3,56.91666667,683,103.5,5.021635825,NA
676,13.61861111,56.03416667,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.230704301,18.67777778,NA,780.5633,0.9307466,11.1689592,0.9133112,8.87,7.225,63,756,102,5.640633014,NA
677,13.99083333,56.03444444,75,Betula pendula*,deciduous,angiosperm,0.154666667,NA,NA,747.9965,0.9498212,11.3978544,0.9357711,9.1,7.466666667,55.83333333,670,103.5833333,4.898582784,NA
677,13.99083333,56.03444444,75,Fagus sylvatica*,deciduous,angiosperm,0.30193,17.875,NA,747.9965,0.9498212,11.3978544,0.9357711,9.1,7.466666667,55.83333333,670,103.5833333,4.898582784,NA
677,13.99083333,56.03444444,75,Populus tremula*,deciduous,angiosperm,0.366,NA,NA,747.9965,0.9498212,11.3978544,0.9357711,9.1,7.466666667,55.83333333,670,103.5833333,4.898582784,NA
677,13.99083333,56.03444444,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.235785714,14.91666667,NA,747.9965,0.9498212,11.3978544,0.9357711,9.1,7.466666667,55.83333333,670,103.5833333,4.898582784,NA
678,-5.408055556,56.08916667,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.212897727,NA,NA,607.5324,0.8254416,9.9052992,0.8254416,8.416666667,8.416666667,199.3333333,2392,89.58333333,20.12390836,NA
679,-4.348055556,56.12138889,475,Pinus sylvestris*,evergreen,gymnosperm,0.130902878,NA,NA,860.774,0.8632618,10.3591416,0.8632618,9.191666667,9.191666667,111.25,1335,89.33333333,10.73930682,NA
680,-4.27,56.15555556,375,Picea sitchensis*,evergreen,gymnosperm,0.174864828,NA,NA,829.0219,0.8499193,10.1990316,0.8499193,9.1,9.1,127.6666667,1532,88.5,12.5175283,NA
681,-5.753333333,56.15583333,25,Picea sitchensis*,evergreen,gymnosperm,0.228868902,28.96363636,22.51780048,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,3.396926065
682,14.34361111,56.16833333,75,Pinus sylvestris*,evergreen,gymnosperm,0.208174419,17.38636364,NA,704.7932,0.9448621,11.3383452,0.9293693,8.95,7.316666667,60.91666667,731,103.5833333,5.372624099,NA
683,13.17694444,56.18722222,75,Pinus sylvestris*,evergreen,gymnosperm,0.235183908,17.775,NA,708.0617,0.9334762,11.2017144,0.922783,9.26,7.6,70.08333333,841,100.6666667,6.256482787,NA
684,15.89222222,56.95027778,225,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.159666667,NA,32.6403,669.8836,0.9368912,11.2426944,0.9230139,8.71,7.091666667,48.5,582,102.9166667,4.313912508,NA
684,15.89222222,56.95027778,225,Pinus sylvestris*,evergreen,gymnosperm,0.263291667,20.425,NA,669.8836,0.9368912,11.2426944,0.9230139,8.71,7.091666667,48.5,582,102.9166667,4.313912508,NA
685,13.83555556,56.95083333,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.250685484,22.59090909,NA,741.6873,0.8911572,10.6938864,0.8634923,9.166666667,6.5,72.16666667,866,99.83333333,6.748404085,NA
685,13.83555556,56.95083333,125,Pinus sylvestris*,evergreen,gymnosperm,0.274166667,NA,NA,741.6873,0.8911572,10.6938864,0.8634923,9.166666667,6.5,72.16666667,866,99.83333333,6.748404085,NA
686,13.74861111,56.95111111,175,Fagus sylvatica*,deciduous,angiosperm,0.1095,NA,NA,768.9839,0.8926039,10.7112468,0.8673331,9.388888889,6.725,70.08333333,841,98.75,6.542966906,NA
686,13.74861111,56.95111111,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.2165,NA,NA,768.9839,0.8926039,10.7112468,0.8673331,9.388888889,6.725,70.08333333,841,98.75,6.542966906,NA
686,13.74861111,56.95111111,175,Pinus sylvestris*,evergreen,gymnosperm,0.279569444,20.875,NA,768.9839,0.8926039,10.7112468,0.8673331,9.388888889,6.725,70.08333333,841,98.75,6.542966906,NA
686,13.74861111,56.95111111,175,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.072333333,NA,NA,768.9839,0.8926039,10.7112468,0.8673331,9.388888889,6.725,70.08333333,841,98.75,6.542966906,NA
687,15.47694444,56.95138889,125,Betula pendula*,deciduous,angiosperm,0.30625,NA,NA,715.7421,0.893629,10.723548,0.8752916,8.988888889,6.4,51.58333333,619,100.3333333,4.810286048,NA
687,15.47694444,56.95138889,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.241170732,22.025,NA,715.7421,0.893629,10.723548,0.8752916,8.988888889,6.4,51.58333333,619,100.3333333,4.810286048,NA
687,15.47694444,56.95138889,125,Pinus sylvestris*,evergreen,gymnosperm,0.26275,NA,NA,715.7421,0.893629,10.723548,0.8752916,8.988888889,6.4,51.58333333,619,100.3333333,4.810286048,NA
688,15.64055556,56.96722222,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.224445946,18.78947368,NA,675.937,0.9090051,10.9080612,0.8935215,8.38,6.733333333,48.08333333,577,100.6666667,4.408054965,NA
688,15.64055556,56.96722222,175,Pinus sylvestris*,evergreen,gymnosperm,0.221,19.5,NA,675.937,0.9090051,10.9080612,0.8935215,8.38,6.733333333,48.08333333,577,100.6666667,4.408054965,NA
689,16.85555556,56.96777778,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.183649007,19.225,NA,325.6968,1.051961,12.623532,1.047612,7.858333333,7.858333333,39.75,477,115.5,3.148880995,NA
689,16.85555556,56.96777778,25,Pinus sylvestris*,evergreen,gymnosperm,0.406166667,NA,NA,325.6968,1.051961,12.623532,1.047612,7.858333333,7.858333333,39.75,477,115.5,3.148880995,NA
690,14.29527778,57.00027778,125,Betula pendula*,deciduous,angiosperm,0.1765,NA,NA,658.2318,0.8911594,10.6939128,0.8707719,9.111111111,6.433333333,54.75,657,99.58333333,5.119735033,NA
690,14.29527778,57.00027778,125,Fagus sylvatica*,deciduous,angiosperm,0.257714286,22.53846154,NA,658.2318,0.8911594,10.6939128,0.8707719,9.111111111,6.433333333,54.75,657,99.58333333,5.119735033,NA
690,14.29527778,57.00027778,125,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.30275,NA,NA,658.2318,0.8911594,10.6939128,0.8707719,9.111111111,6.433333333,54.75,657,99.58333333,5.119735033,NA
691,15.41083333,57.00055556,125,Fagus sylvatica*,deciduous,angiosperm,0.142666667,10.1,NA,752.7094,0.8823516,10.5882192,0.8616753,8.9,6.3,54.83333333,658,99.41666667,5.178711575,NA
691,15.41083333,57.00055556,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.173972973,14.35555556,NA,752.7094,0.8823516,10.5882192,0.8616753,8.9,6.3,54.83333333,658,99.41666667,5.178711575,NA
691,15.41083333,57.00055556,125,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.323119048,19.36363636,NA,752.7094,0.8823516,10.5882192,0.8616753,8.9,6.3,54.83333333,658,99.41666667,5.178711575,NA
692,15.22444444,57.00083333,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.322691177,26.515,13.4097625,720.8867,0.875845,10.51014,0.8539157,9.9375,6.208333333,57.58333333,691,99.16666667,5.478835994,1.567264742
692,15.22444444,57.00083333,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.206,NA,24.6176,720.8867,0.875845,10.51014,0.8539157,9.9375,6.208333333,57.58333333,691,99.16666667,5.478835994,NA
693,25.17388889,57.00111111,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.43625,NA,NA,738.3326,0.9196805,11.036166,0.8963947,10.7375,6.116666667,56.91666667,683,102,5.157286205,NA
693,25.17388889,57.00111111,175,Pinus sylvestris*,evergreen,gymnosperm,0.385636364,NA,NA,738.3326,0.9196805,11.036166,0.8963947,10.7375,6.116666667,56.91666667,683,102,5.157286205,NA
694,14.39277778,57.00138889,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.266291262,23.55,46.884125,678.6139,0.8889105,10.666926,0.869585,9.177777778,6.5,53.83333333,646,99,5.046752301,7.476149681
695,26.70055556,57.00194444,75,Betula pendula*,deciduous,angiosperm,0.24175,22.6,NA,749.209,0.9244196,11.0930352,0.9013552,10.7375,5.95,52.91666667,635,102.5,4.770260412,NA
695,26.70055556,57.00194444,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.147857143,14.38571429,NA,749.209,0.9244196,11.0930352,0.9013552,10.7375,5.95,52.91666667,635,102.5,4.770260412,NA
695,26.70055556,57.00194444,75,Pinus sylvestris*,evergreen,gymnosperm,0.220215517,22.50431034,NA,749.209,0.9244196,11.0930352,0.9013552,10.7375,5.95,52.91666667,635,102.5,4.770260412,NA
696,14.30555556,57.0025,75,Fagus sylvatica*,deciduous,angiosperm,0.220191177,20.77777778,56.2405818,682.7813,0.8883532,10.6602384,0.8682955,9.077777778,6.4,56,672,99.66666667,5.25316582,12.2927994
696,14.30555556,57.0025,75,Pinus sylvestris*,evergreen,gymnosperm,0.36675,26.375,NA,682.7813,0.8883532,10.6602384,0.8682955,9.077777778,6.4,56,672,99.66666667,5.25316582,NA
697,15.31638889,57.00305556,75,Fagus sylvatica*,deciduous,angiosperm,0.130693548,10.72727273,NA,722.204,0.8707847,10.4494164,0.8501818,9.7875,6.083333333,56.75,681,99,5.43092531,NA
697,15.31638889,57.00305556,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.344302326,19.93181818,NA,722.204,0.8707847,10.4494164,0.8501818,9.7875,6.083333333,56.75,681,99,5.43092531,NA
698,13.02666667,57.01694444,125,Fagus sylvatica*,deciduous,angiosperm,0.323833333,23.1875,NA,765.7235,0.8756389,10.5076668,0.8466502,8.61,6.933333333,84.08333333,1009,97.58333333,8.002093608,NA
699,13.10972222,57.01722222,125,Fagus sylvatica*,deciduous,angiosperm,0.301191177,21.72727273,NA,759.692,0.8835315,10.602378,0.8568377,8.76,7.075,77.25,927,97.75,7.286101288,NA
700,13.13388889,57.0175,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.235,21.82692308,NA,757.5712,0.8747102,10.4965224,0.8419661,8.61,6.925,90.5,1086,97.75,8.621903193,NA
701,13.36916667,57.01833333,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.235460938,21.75,NA,738.8227,0.8672275,10.40673,0.8363426,9.333333333,6.691666667,84.5,1014,97.58333333,8.119745588,NA
701,13.36916667,57.01833333,75,Pinus sylvestris*,evergreen,gymnosperm,0.232875,NA,NA,738.8227,0.8672275,10.40673,0.8363426,9.333333333,6.691666667,84.5,1014,97.58333333,8.119745588,NA
702,14.17583333,57.01888889,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.21627907,18.32352941,NA,723.3614,0.8958757,10.7505084,0.8749608,9.266666667,6.591666667,59.83333333,718,99.83333333,5.565628257,NA
703,13.25305556,57.01944444,125,Fagus sylvatica*,deciduous,angiosperm,0.345908163,24.15,NA,781.0243,0.8688109,10.4257308,0.8355632,9.388888889,6.75,90.41666667,1085,97.5,8.672453606,NA
703,13.25305556,57.01944444,125,Pinus sylvestris*,evergreen,gymnosperm,0.295,NA,NA,781.0243,0.8688109,10.4257308,0.8355632,9.388888889,6.75,90.41666667,1085,97.5,8.672453606,NA
704,13.34166667,57.01972222,175,Fagus sylvatica*,deciduous,angiosperm,0.232203125,16.25,NA,723.5976,0.8822043,10.5864516,0.8530647,9.477777778,6.833333333,78.16666667,938,98.16666667,7.383651257,NA
704,13.34166667,57.01972222,175,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.220625,19.125,NA,723.5976,0.8822043,10.5864516,0.8530647,9.477777778,6.833333333,78.16666667,938,98.16666667,7.383651257,NA
705,12.94638889,57.05055556,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.233977444,21.95833333,NA,770.0663,0.8755661,10.5067932,0.8481622,8.65,6.983333333,79,948,97.58333333,7.518944981,NA
706,13.77694444,57.05083333,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.198556122,18.375,NA,707.2167,0.8899293,10.6791516,0.8651617,9.366666667,6.691666667,68.41666667,821,98.83333333,6.406563857,NA
707,13.68638889,57.05194444,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.116225,8.75,NA,772.2946,0.8810286,10.5723432,0.8562911,9.366666667,6.691666667,67.16666667,806,97.91666667,6.353053944,NA
707,13.68638889,57.05194444,125,Pinus sylvestris*,evergreen,gymnosperm,0.271506849,21.6,NA,772.2946,0.8810286,10.5723432,0.8562911,9.366666667,6.691666667,67.16666667,806,97.91666667,6.353053944,NA
708,-3.348055556,57.12388889,25,Pinus sylvestris*,evergreen,gymnosperm,0.184227818,NA,NA,627.9794,0.7521953,9.0263436,0.7521953,6.141666667,6.141666667,58.41666667,701,85.83333333,6.471797358,NA
709,12.515,57.21694444,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.1580625,13.75,NA,765.2547,0.8981657,10.7779884,0.8785876,8.88,7.241666667,73.91666667,887,99.16666667,6.8581134,NA
709,12.515,57.21694444,75,Pinus sylvestris*,evergreen,gymnosperm,0.283882353,20.22727273,NA,765.2547,0.8981657,10.7779884,0.8785876,8.88,7.241666667,73.91666667,887,99.16666667,6.8581134,NA
710,14.87805556,57.93361111,225,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.156,NA,NA,726.782,0.8911696,10.6940352,0.8691601,9.7375,5.875,53.41666667,641,100.9166667,4.994996338,NA
710,14.87805556,57.93361111,225,Pinus sylvestris*,evergreen,gymnosperm,0.231763158,19.34090909,NA,726.782,0.8911696,10.6940352,0.8691601,9.7375,5.875,53.41666667,641,100.9166667,4.994996338,NA
711,14.83527778,57.93388889,275,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.177367257,16,NA,736.8937,0.903723,10.844676,0.8822413,9.9,6.025,53.08333333,637,101.5833333,4.894874991,NA
712,15.51166667,57.93416667,275,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.217313433,18.91666667,NA,711.2309,0.8911763,10.6941156,0.8702784,9.9,6.066666667,53.16666667,638,100.3333333,4.971581443,NA
713,13.14416667,57.93444444,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.181785047,17.25,NA,782.1347,0.8667185,10.400622,0.8398016,9,6.291666667,63.08333333,757,97.83333333,6.065342374,NA
713,13.14416667,57.93444444,175,Pinus sylvestris*,evergreen,gymnosperm,0.185,NA,NA,782.1347,0.8667185,10.400622,0.8398016,9,6.291666667,63.08333333,757,97.83333333,6.065342374,NA
714,13.46166667,57.93472222,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.14325,NA,NA,782.1347,0.8667185,10.400622,0.8398016,9.8,5.975,62.5,750,98.41666667,6.009255985,NA
714,13.46166667,57.93472222,175,Pinus sylvestris*,evergreen,gymnosperm,0.197785124,16.75,NA,782.1347,0.8667185,10.400622,0.8398016,9.8,5.975,62.5,750,98.41666667,6.009255985,NA
715,14.06083333,57.95055556,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.268785714,25.375,NA,727.3571,0.9004677,10.8056124,0.8803031,9.9625,6.108333333,53.58333333,643,101.5,4.958842808,NA
715,14.06083333,57.95055556,175,Pinus sylvestris*,evergreen,gymnosperm,0.272285714,NA,NA,727.3571,0.9004677,10.8056124,0.8803031,9.9625,6.108333333,53.58333333,643,101.5,4.958842808,NA
716,14.12083333,57.96416667,225,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.23128125,19.828125,NA,663.8346,0.9217235,11.060682,0.9061408,9.5,6.733333333,47.66666667,572,101.25,4.309559453,NA
716,14.12083333,57.96416667,225,Pinus sylvestris*,evergreen,gymnosperm,0.3483125,27.28125,NA,663.8346,0.9217235,11.060682,0.9061408,9.5,6.733333333,47.66666667,572,101.25,4.309559453,NA
717,14.13833333,57.96444444,275,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.188243902,17.48170732,NA,663.8346,0.9217235,11.060682,0.9061408,9.566666667,6.791666667,47.5,570,101.25,4.294491063,NA
718,14.17388889,57.96472222,225,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.20428125,18.59375,NA,663.8346,0.9217235,11.060682,0.9061408,9.577777778,6.8,49.66666667,596,100.4166667,4.490380129,NA
719,15.70916667,57.9675,125,Betula pendula*,deciduous,angiosperm,0.1295,NA,NA,686.4317,0.900994,10.811928,0.8843876,10.1125,6.283333333,48.16666667,578,101.5,4.454956291,NA
719,15.70916667,57.9675,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.2005,NA,NA,686.4317,0.900994,10.811928,0.8843876,10.1125,6.283333333,48.16666667,578,101.5,4.454956291,NA
719,15.70916667,57.9675,125,Pinus sylvestris*,evergreen,gymnosperm,0.201275641,16.775,NA,NA,NA,NA,NA,10.1125,6.283333333,48.16666667,578,101.5,NA,NA
720,18.61777778,57.985,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.195444444,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,8.383333333,58.00027778,175,Betula pubescens*,deciduous,angiosperm,0.0735,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,8.383333333,58.00027778,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.198356295,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,8.383333333,58.00027778,175,Pinus sylvestris*,evergreen,gymnosperm,0.354,22.76666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,26.05805556,58.00083333,75,Pinus sylvestris*,evergreen,gymnosperm,0.198059233,19.76376307,NA,748.6152,0.8824696,10.5896352,0.8590327,10.4375,5.691666667,56.75,681,99,5.359013689,NA
723,26.06,58.00111111,75,Pinus sylvestris*,evergreen,gymnosperm,0.186202899,17.85507246,NA,755.3601,0.8821004,10.5852048,0.8563105,10.4625,5.708333333,58.66666667,704,99,5.542327029,NA
724,27.12527778,58.00138889,75,Pinus sylvestris*,evergreen,gymnosperm,0.152596413,17.36995516,NA,674.493,0.9089458,10.9073496,0.887087,10.5125,5.708333333,51.16666667,614,101.8333333,4.691026559,NA
725,11.98111111,58.00166667,125,Betula pubescens*,deciduous,angiosperm,0.1325,17.36666667,NA,674.493,0.9089458,10.9073496,0.887087,8.93,7.283333333,70.58333333,847,100.25,6.471171817,NA
725,11.98111111,58.00166667,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.236473684,21.85408163,NA,674.493,0.9089458,10.9073496,0.887087,8.93,7.283333333,70.58333333,847,100.25,6.471171817,NA
725,11.98111111,58.00166667,125,Pinus sylvestris*,evergreen,gymnosperm,0.177,NA,NA,674.493,0.9089458,10.9073496,0.887087,8.93,7.283333333,70.58333333,847,100.25,6.471171817,NA
726,26.36055556,58.00166667,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.237658436,24.87078189,NA,749.6816,0.8728381,10.4740572,0.8481708,9.9,5.15,58.08333333,697,99.33333333,5.545447406,NA
727,26.27361111,58.0025,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.255174603,24.75238095,NA,750.3574,0.8794172,10.5530064,0.852942,10.175,5.416666667,59.5,714,99.66666667,5.638203726,NA
727,26.27361111,58.0025,75,Pinus sylvestris*,evergreen,gymnosperm,0.2245,25.2,NA,750.3574,0.8794172,10.5530064,0.852942,10.175,5.416666667,59.5,714,99.66666667,5.638203726,NA
728,7.098333333,58.00361111,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.218627027,20.84285714,NA,67.9278,0.9728603,11.6743236,0.9728603,8.008333333,8.008333333,133.6666667,1604,106.5,11.44962837,NA
729,12.07722222,58.05027778,75,Betula pendula*,deciduous,angiosperm,0.2835,25.4,NA,755.7444,0.8943003,10.7316036,0.8702605,8.62,6.958333333,72.66666667,872,100.0833333,6.771277563,NA
729,12.07722222,58.05027778,75,Fagus sylvatica*,deciduous,angiosperm,0.355873016,26.28888889,NA,755.7444,0.8943003,10.7316036,0.8702605,8.62,6.958333333,72.66666667,872,100.0833333,6.771277563,NA
730,13.005,58.05138889,175,Betula pendula*,deciduous,angiosperm,0.1975,NA,NA,817.5766,0.8885001,10.6620012,0.8637732,9.355555556,6.633333333,63.75,765,99.16666667,5.979177718,NA
730,13.005,58.05138889,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.263509434,22.57272727,NA,817.5766,0.8885001,10.6620012,0.8637732,9.355555556,6.633333333,63.75,765,99.16666667,5.979177718,NA
731,12.20861111,58.05222222,75,Betula pendula*,deciduous,angiosperm,0.15,NA,NA,716.5833,0.9088415,10.906098,0.8878755,9.14,7.458333333,72,864,99.91666667,6.601811207,NA
731,12.20861111,58.05222222,75,Quercus petraea*,deciduous,angiosperm,0.247125,18.95,NA,716.5833,0.9088415,10.906098,0.8878755,9.14,7.458333333,72,864,99.91666667,6.601811207,NA
731,12.20861111,58.05222222,75,Tilia cordata,deciduous,angiosperm,0.193,NA,NA,716.5833,0.9088415,10.906098,0.8878755,9.14,7.458333333,72,864,99.91666667,6.601811207,NA
732,12.04,58.0525,175,Fagus sylvatica*,deciduous,angiosperm,0.306741497,23.16842105,NA,774.1833,0.8992835,10.791402,0.875055,8.65,6.983333333,74,888,100,6.857311033,NA
733,13.40361111,58.08361111,175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.326858696,25.675,NA,812.4336,0.8894836,10.6738032,0.8653203,8.9,6.158333333,60.5,726,100.5,5.668082769,NA
734,13.77472222,58.08416667,325,Betula pendula*,deciduous,angiosperm,0.1505,NA,NA,768.1189,0.8971384,10.7656608,0.8744385,9.8,5.933333333,56.75,681,101,5.271390308,NA
734,13.77472222,58.08416667,325,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.146025,NA,NA,768.1189,0.8971384,10.7656608,0.8744385,9.8,5.933333333,56.75,681,101,5.271390308,NA
734,13.77472222,58.08416667,325,Pinus sylvestris*,evergreen,gymnosperm,0.202205882,15.875,NA,768.1189,0.8971384,10.7656608,0.8744385,9.8,5.933333333,56.75,681,101,5.271390308,NA
