Site,Longitude,Latitude,Elevation,species,Type,Type2,D,H,Ac,Soil,potential evotranspiration (mm d-1),potential evotranspiration (mm month-1),actual evotranspoiration(mm d-1),Gst,MT,MP,MP1,Solar,MI,R
285,2.453888889,48.00833333,75,Carpinus betulus*,deciduous,angiosperm,0.122164596,13.56551724,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Fagus sylvatica*,deciduous,angiosperm,0.176895062,21.54090909,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Fraxinus excelsior*,deciduous,angiosperm,0.112,NA,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Other broadleaves,deciduous,angiosperm,0.128,NA,62.49361212,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Prunus avium*,deciduous,angiosperm,0.049,NA,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Prunus padus,deciduous,angiosperm,0.074,NA,59.94521667,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Quercus petraea*,deciduous,angiosperm,0.498742424,27.64772727,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Quercus petraea_or_robur,deciduous,angiosperm,0.484391304,29.70731707,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,Sorbus torminalis,deciduous,angiosperm,0.22675,NA,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
285,2.453888889,48.00833333,75,NA,NA,NA,0.439263889,27.95197368,NA,413.6279,1.29179,15.50148,1.29179,11.45,11.45,52.08333333,625,129.0833333,3.359894238,NA
286,-0.425277778,48.00916667,375,Pseudotsuga menziesii*,evergreen,gymnosperm,0.421511945,30.6662963,NA,447.6666,1.301026,15.612312,1.301026,11.425,11.425,63,756,129,4.035276774,NA
287,7.233888889,48.01305556,675,Abies alba*,evergreen,gymnosperm,0.080666667,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Acer pseudoplatanus*,deciduous,angiosperm,0.098771429,8.55,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Betula pendula*,deciduous,angiosperm,0.127223881,10.98666667,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Carpinus betulus*,deciduous,angiosperm,0.0555,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Fagus sylvatica*,deciduous,angiosperm,0.109,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Other broadleaves,deciduous,angiosperm,0.097,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.358815,28.54701493,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Prunus avium*,deciduous,angiosperm,0.175,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.0902,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Salix caprea,deciduous,angiosperm,0.058,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Sorbus aria,deciduous,angiosperm,0.092,NA,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
287,7.233888889,48.01305556,675,Sorbus aucuparia,deciduous,angiosperm,0.095714286,7.36,NA,745.4802,1.257818,15.093816,1.249796,8.9,8.9,94.41666667,1133,127.8333333,6.255321164,NA
288,6.509722222,48.01638889,325,Fagus sylvatica*,deciduous,angiosperm,0.403092308,28.85096154,NA,718.5535,1.225692,14.708304,1.220358,8.958333333,8.958333333,104.5833333,1255,125.9166667,7.110495767,NA
289,6.649166667,48.01666667,375,Fagus sylvatica*,deciduous,angiosperm,0.3917,28.24038462,NA,698.5875,1.230431,14.765172,1.230431,9.641666667,9.641666667,112.1666667,1346,123.8333333,7.596705725,NA
290,6.105833333,48.01861111,375,Abies alba*,evergreen,gymnosperm,0.061111111,NA,NA,697.3372,1.274832,15.297984,1.274832,9.608333333,9.608333333,102,1224,128.75,6.667545214,NA
290,6.105833333,48.01861111,375,Fagus sylvatica*,deciduous,angiosperm,0.18765273,23.02125749,NA,697.3372,1.274832,15.297984,1.274832,9.608333333,9.608333333,102,1224,128.75,6.667545214,NA
290,6.105833333,48.01861111,375,Quercus petraea*,deciduous,angiosperm,0.288685185,25.61964286,NA,697.3372,1.274832,15.297984,1.274832,9.608333333,9.608333333,102,1224,128.75,6.667545214,NA
291,-1.798888889,48.02166667,75,Betula pubescens*,deciduous,angiosperm,0.097803398,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Fagus sylvatica*,deciduous,angiosperm,0.128741071,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Other broadleaves,deciduous,angiosperm,0.056309859,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Pinus pinaster*,evergreen,gymnosperm,0.381862745,20.25897436,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Pinus sylvestris*,evergreen,gymnosperm,0.300838235,18.50035587,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Quercus petraea*,deciduous,angiosperm,0.171757009,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Quercus petraea_or_robur,deciduous,angiosperm,0.0945,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.134511905,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Salix sp.,deciduous,angiosperm,0.081,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,Sorbus torminalis,deciduous,angiosperm,0.104,NA,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
291,-1.798888889,48.02166667,75,NA,NA,NA,0.125933333,14.63043478,NA,404.3022,1.252725,15.0327,1.252725,11.825,11.825,55.16666667,662,125.8333333,3.669777662,NA
292,-0.385,48.02277778,275,Pinus sylvestris*,evergreen,gymnosperm,0.352934615,22.38942308,NA,423.8997,1.293396,15.520752,1.293396,11.51666667,11.51666667,57.83333333,694,128.6666667,3.726194023,NA
293,7.850277778,48.02333333,175,Betula pendula*,deciduous,angiosperm,0.08225,NA,NA,672.0709,1.254099,15.049188,1.248324,10.95833333,10.95833333,78.91666667,947,130.5,5.243915264,NA
293,7.850277778,48.02333333,175,Carpinus betulus*,deciduous,angiosperm,0.07,NA,NA,672.0709,1.254099,15.049188,1.248324,10.95833333,10.95833333,78.91666667,947,130.5,5.243915264,NA
293,7.850277778,48.02333333,175,Fagus sylvatica*,deciduous,angiosperm,0.120883929,13.89530201,NA,672.0709,1.254099,15.049188,1.248324,10.95833333,10.95833333,78.91666667,947,130.5,5.243915264,NA
293,7.850277778,48.02333333,175,Other broadleaves,deciduous,angiosperm,0.103,NA,NA,672.0709,1.254099,15.049188,1.248324,10.95833333,10.95833333,78.91666667,947,130.5,5.243915264,NA
293,7.850277778,48.02333333,175,Pinus sylvestris*,evergreen,gymnosperm,0.340592133,24.96533865,NA,672.0709,1.254099,15.049188,1.248324,10.95833333,10.95833333,78.91666667,947,130.5,5.243915264,NA
293,7.850277778,48.02333333,175,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.10672,NA,NA,672.0709,1.254099,15.049188,1.248324,10.95833333,10.95833333,78.91666667,947,130.5,5.243915264,NA
294,7.931388889,48.02361111,275,Castanea sativa (C. vesca)*,deciduous,angiosperm,0.06,NA,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
294,7.931388889,48.02361111,275,Fagus sylvatica*,deciduous,angiosperm,0.100842202,14.38679245,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
294,7.931388889,48.02361111,275,NA,NA,NA,0.0755,NA,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
294,7.931388889,48.02361111,275,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.085618321,NA,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
294,7.931388889,48.02361111,275,Pinus strobus,evergreen,gymnosperm,0.121,NA,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
294,7.931388889,48.02361111,275,Pinus sylvestris*,evergreen,gymnosperm,0.353144048,27.26079137,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
294,7.931388889,48.02361111,275,Quercus petraea_or_robur,deciduous,angiosperm,0.054,NA,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
294,7.931388889,48.02361111,275,Sorbus aucuparia,deciduous,angiosperm,0.0495,NA,NA,672.0709,1.254099,15.049188,1.248324,9.158333333,9.158333333,105.4166667,1265,128.5833333,7.004807613,NA
295,1.693611111,48.02416667,175,Betula pendula*,deciduous,angiosperm,0.078538462,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Betula pubescens*,deciduous,angiosperm,0.07335,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Castanea sativa (C. vesca)*,deciduous,angiosperm,0.11925,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Other broadleaves,deciduous,angiosperm,0.051,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Pinus nigra*,evergreen,gymnosperm,0.406333333,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Pinus sylvestris*,evergreen,gymnosperm,0.271245353,22.65598592,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Quercus petraea*,deciduous,angiosperm,0.080214286,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.062,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
295,1.693611111,48.02416667,175,Quercus rubra*,deciduous,angiosperm,0.08225,NA,NA,376.783,1.295185,15.54222,1.295185,11.30833333,11.30833333,52.91666667,635,129.3333333,3.404704519,NA
296,6.221388889,48.02444444,475,Abies alba*,evergreen,gymnosperm,0.105798762,9.082,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,Betula pendula*,deciduous,angiosperm,0.071338983,NA,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,Fagus sylvatica*,deciduous,angiosperm,0.103333333,NA,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,Other broadleaves,deciduous,angiosperm,0.065,NA,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.080058824,NA,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,Pinus sylvestris*,evergreen,gymnosperm,0.20556499,21.71521739,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,Quercus petraea*,deciduous,angiosperm,0.070333333,NA,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,Quercus petraea_or_robur,deciduous,angiosperm,0.080142857,NA,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
296,6.221388889,48.02444444,475,NA,NA,NA,0.062,NA,NA,589.5447,1.303946,15.647352,1.303946,10.425,10.425,80.58333333,967,129,5.149966163,NA
297,7.61,48.02722222,375,Abies alba*,evergreen,gymnosperm,0.358329685,28.18398438,NA,394.6075,1.373585,16.48302,1.373585,11.3,11.3,59.58333333,715,135,3.614831101,NA
297,7.61,48.02722222,375,Fagus sylvatica*,deciduous,angiosperm,0.228740385,23.49473684,NA,394.6075,1.373585,16.48302,1.373585,11.3,11.3,59.58333333,715,135,3.614831101,NA
297,7.61,48.02722222,375,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.379673077,30.93030303,NA,394.6075,1.373585,16.48302,1.373585,11.3,11.3,59.58333333,715,135,3.614831101,NA
297,7.61,48.02722222,375,Sorbus aucuparia,deciduous,angiosperm,0.066318182,NA,NA,394.6075,1.373585,16.48302,1.373585,11.3,11.3,59.58333333,715,135,3.614831101,NA
298,18.2125,48.03361111,225,Quercus cerris*,deciduous,angiosperm,0.242613913,21.00322581,NA,374.9326,1.386803,16.641636,1.380043,11.73636364,10.71666667,45.33333333,544,138.1666667,2.724091149,NA
298,18.2125,48.03361111,225,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.1427,9.85,NA,374.9326,1.386803,16.641636,1.380043,11.73636364,10.71666667,45.33333333,544,138.1666667,2.724091149,NA
299,19.64222222,48.03388889,625,Fagus sylvatica*,deciduous,angiosperm,0.343773196,32.83917526,NA,651.6717,1.352445,16.22934,1.335828,12.84444444,9.375,60.5,726,136.5,3.727816412,NA
300,19.92527778,48.03416667,1225,Abies alba*,evergreen,gymnosperm,0.119285714,10.25,NA,433.391,1.387029,16.644348,1.373404,13.12222222,9.633333333,48.91666667,587,134.3333333,2.938935587,NA
300,19.92527778,48.03416667,1225,Acer pseudoplatanus*,deciduous,angiosperm,0.220061225,19.69285714,NA,433.391,1.387029,16.644348,1.373404,13.12222222,9.633333333,48.91666667,587,134.3333333,2.938935587,NA
300,19.92527778,48.03416667,1225,Fagus sylvatica*,deciduous,angiosperm,0.222633333,16.52105263,NA,433.391,1.387029,16.644348,1.373404,13.12222222,9.633333333,48.91666667,587,134.3333333,2.938935587,NA
300,19.92527778,48.03416667,1225,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.280763199,22.3026738,NA,433.391,1.387029,16.644348,1.373404,13.12222222,9.633333333,48.91666667,587,134.3333333,2.938935587,NA
300,19.92527778,48.03416667,1225,Salix caprea,deciduous,angiosperm,0.18,NA,NA,433.391,1.387029,16.644348,1.373404,13.12222222,9.633333333,48.91666667,587,134.3333333,2.938935587,NA
300,19.92527778,48.03416667,1225,Sorbus aucuparia,deciduous,angiosperm,0.114428571,14.45,NA,433.391,1.387029,16.644348,1.373404,13.12222222,9.633333333,48.91666667,587,134.3333333,2.938935587,NA
301,19.64,48.03444444,825,Abies alba*,evergreen,gymnosperm,0.39528169,31.71666667,NA,678.4019,1.361959,16.343508,1.344296,12.71111111,9.25,61.41666667,737,136.5,3.757863163,NA
301,19.64,48.03444444,825,Acer platanoides,deciduous,angiosperm,0.314333333,35.1,NA,678.4019,1.361959,16.343508,1.344296,12.71111111,9.25,61.41666667,737,136.5,3.757863163,NA
301,19.64,48.03444444,825,Acer pseudoplatanus*,deciduous,angiosperm,0.247743902,27.91538462,NA,678.4019,1.361959,16.343508,1.344296,12.71111111,9.25,61.41666667,737,136.5,3.757863163,NA
301,19.64,48.03444444,825,Fagus sylvatica*,deciduous,angiosperm,0.247033571,26.39473684,NA,678.4019,1.361959,16.343508,1.344296,12.71111111,9.25,61.41666667,737,136.5,3.757863163,NA
301,19.64,48.03444444,825,Fraxinus excelsior*,deciduous,angiosperm,0.487944444,38.38333333,NA,678.4019,1.361959,16.343508,1.344296,12.71111111,9.25,61.41666667,737,136.5,3.757863163,NA
301,19.64,48.03444444,825,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.480086487,38.04035088,NA,678.4019,1.361959,16.343508,1.344296,12.71111111,9.25,61.41666667,737,136.5,3.757863163,NA
301,19.64,48.03444444,825,Populus tremula*,deciduous,angiosperm,0.831833333,35.5,NA,678.4019,1.361959,16.343508,1.344296,12.71111111,9.25,61.41666667,737,136.5,3.757863163,NA
302,19.63222222,48.035,575,Abies alba*,evergreen,gymnosperm,0.098833333,10.5,NA,674.7245,1.344637,16.135644,1.327977,12.73333333,9.266666667,61,732,136.5,3.780450288,NA
302,19.63222222,48.035,575,Carpinus betulus*,deciduous,angiosperm,0.057,NA,NA,674.7245,1.344637,16.135644,1.327977,12.73333333,9.266666667,61,732,136.5,3.780450288,NA
302,19.63222222,48.035,575,Fagus sylvatica*,deciduous,angiosperm,0.185166459,21.61216216,NA,674.7245,1.344637,16.135644,1.327977,12.73333333,9.266666667,61,732,136.5,3.780450288,NA
302,19.63222222,48.035,575,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.354833333,29.95,NA,674.7245,1.344637,16.135644,1.327977,12.73333333,9.266666667,61,732,136.5,3.780450288,NA
303,19.38944444,48.03638889,525,Carpinus betulus*,deciduous,angiosperm,0.11075,10.35,NA,415.3604,1.388251,16.659012,1.377966,11.24545455,10.20833333,48.75,585,137.8333333,2.926344011,NA
303,19.38944444,48.03638889,525,Fagus sylvatica*,deciduous,angiosperm,0.213,18.38571429,NA,415.3604,1.388251,16.659012,1.377966,11.24545455,10.20833333,48.75,585,137.8333333,2.926344011,NA
303,19.38944444,48.03638889,525,Prunus avium*,deciduous,angiosperm,0.138,15,NA,415.3604,1.388251,16.659012,1.377966,11.24545455,10.20833333,48.75,585,137.8333333,2.926344011,NA
303,19.38944444,48.03638889,525,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.172830509,18.23728814,NA,415.3604,1.388251,16.659012,1.377966,11.24545455,10.20833333,48.75,585,137.8333333,2.926344011,NA
304,19.95472222,48.03666667,1025,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.320834483,27.38137931,NA,338.0132,1.381058,16.572696,1.368291,13.18888889,9.7,46.08333333,553,134.8333333,2.780678131,NA
305,12.21805556,48.15055556,425,Acer pseudoplatanus*,deciduous,angiosperm,0.12825,9.2,NA,627.0959,1.271279,15.255348,1.25914,9.936363636,9.058333333,79.41666667,953,131.25,5.20582465,NA
305,12.21805556,48.15055556,425,Betula pendula*,deciduous,angiosperm,0.1175,10.35,NA,627.0959,1.271279,15.255348,1.25914,9.936363636,9.058333333,79.41666667,953,131.25,5.20582465,NA
305,12.21805556,48.15055556,425,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.358295918,31.044,NA,627.0959,1.271279,15.255348,1.25914,9.936363636,9.058333333,79.41666667,953,131.25,5.20582465,NA
305,12.21805556,48.15055556,425,Pinus sylvestris*,evergreen,gymnosperm,0.327,30.7,NA,627.0959,1.271279,15.255348,1.25914,9.936363636,9.058333333,79.41666667,953,131.25,5.20582465,NA
305,12.21805556,48.15055556,425,Quercus rubra*,deciduous,angiosperm,0.113833333,9.666666667,NA,627.0959,1.271279,15.255348,1.25914,9.936363636,9.058333333,79.41666667,953,131.25,5.20582465,NA
306,11.1225,48.15166667,525,Fagus sylvatica*,deciduous,angiosperm,0.06475,6.3,NA,686.2261,1.265075,15.1809,1.25183,9.609090909,8.758333333,81.08333333,973,130.9166667,5.34114139,NA
306,11.1225,48.15166667,525,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.453423471,32.4520202,NA,686.2261,1.265075,15.1809,1.25183,9.609090909,8.758333333,81.08333333,973,130.9166667,5.34114139,NA
307,12.97611111,48.15305556,1025,Abies alba*,evergreen,gymnosperm,0.40795,19.46,NA,658.2229,1.314315,15.77178,1.297421,10.17272727,9.275,91,1092,130.9166667,5.76979897,NA
307,12.97611111,48.15305556,1025,Fagus sylvatica*,deciduous,angiosperm,0.332135052,19.55232068,NA,658.2229,1.314315,15.77178,1.297421,10.17272727,9.275,91,1092,130.9166667,5.76979897,NA
307,12.97611111,48.15305556,1025,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.448222222,23.21666667,NA,658.2229,1.314315,15.77178,1.297421,10.17272727,9.275,91,1092,130.9166667,5.76979897,NA
307,12.97611111,48.15305556,1025,Sorbus aucuparia,deciduous,angiosperm,0.0552,6.72,NA,658.2229,1.314315,15.77178,1.297421,10.17272727,9.275,91,1092,130.9166667,5.76979897,NA
308,11.92916667,48.15361111,475,Acer platanoides,deciduous,angiosperm,0.145269444,20.31929825,NA,684.6906,1.267361,15.208332,1.254242,9.8,8.933333333,86.5,1038,130.75,5.687671732,NA
308,11.92916667,48.15361111,475,Acer pseudoplatanus*,deciduous,angiosperm,0.104233333,15.15,NA,684.6906,1.267361,15.208332,1.254242,9.8,8.933333333,86.5,1038,130.75,5.687671732,NA
308,11.92916667,48.15361111,475,Fagus sylvatica*,deciduous,angiosperm,0.147182599,19.23303965,NA,684.6906,1.267361,15.208332,1.254242,9.8,8.933333333,86.5,1038,130.75,5.687671732,NA
308,11.92916667,48.15361111,475,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.427077055,33.49387755,NA,684.6906,1.267361,15.208332,1.254242,9.8,8.933333333,86.5,1038,130.75,5.687671732,NA
309,11.40833333,48.15527778,525,Abies pinsapo,evergreen,gymnosperm,NA,NA,NA,708.8582,1.272266,15.267192,1.260738,9.881818182,9.025,80.41666667,965,130.3333333,5.267285999,NA
309,11.40833333,48.15527778,525,Fagus sylvatica*,deciduous,angiosperm,0.258529583,23.32333333,NA,708.8582,1.272266,15.267192,1.260738,9.881818182,9.025,80.41666667,965,130.3333333,5.267285999,NA
309,11.40833333,48.15527778,525,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.488025,32.33703704,NA,708.8582,1.272266,15.267192,1.260738,9.881818182,9.025,80.41666667,965,130.3333333,5.267285999,NA
310,11.29,48.15638889,525,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.414210884,36.41594203,NA,679.3295,1.260906,15.130872,1.248222,9.672727273,8.816666667,79.41666667,953,129.9166667,5.248651014,NA
311,4.956388889,49.00027778,475,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.311394785,24.04353741,17.32094952,607.1211,1.248648,14.983776,1.248648,10.65833333,10.65833333,64.91666667,779,123,4.332463771,2.313460012
312,6.991111111,49.00027778,425,Acer pseudoplatanus*,deciduous,angiosperm,0.125,NA,30.848459,705.2916,1.252801,15.033612,1.252801,10.14166667,10.14166667,75.5,906,124.6666667,5.022079857,NA
312,6.991111111,49.00027778,425,Carpinus betulus*,deciduous,angiosperm,0.152176471,NA,37.37385,705.2916,1.252801,15.033612,1.252801,10.14166667,10.14166667,75.5,906,124.6666667,5.022079857,NA
312,6.991111111,49.00027778,425,Fagus sylvatica*,deciduous,angiosperm,0.335612245,25.93440367,17.98504265,705.2916,1.252801,15.033612,1.252801,10.14166667,10.14166667,75.5,906,124.6666667,5.022079857,2.066319184
312,6.991111111,49.00027778,425,Quercus petraea*,deciduous,angiosperm,0.338805556,22.83333333,36.01492778,705.2916,1.252801,15.033612,1.252801,10.14166667,10.14166667,75.5,906,124.6666667,5.022079857,4.655461162
312,6.991111111,49.00027778,425,NA,NA,NA,0.30775,22.125,25.3731625,705.2916,1.252801,15.033612,1.252801,10.14166667,10.14166667,75.5,906,124.6666667,5.022079857,3.726432509
313,6.653611111,49.00055556,375,Fagus sylvatica*,deciduous,angiosperm,0.405019912,32.09220183,27.196325,668.1925,1.240446,14.885352,1.240446,9.9,9.9,71.33333333,856,124.4166667,4.79218317,2.092349997
313,6.653611111,49.00055556,375,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.397,NA,42.26568689,668.1925,1.240446,14.885352,1.240446,9.9,9.9,71.33333333,856,124.4166667,4.79218317,NA
314,5.773055556,49.00083333,425,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.353595396,26.17212276,NA,574.2032,1.236742,14.840904,1.236742,10.25833333,10.25833333,62.83333333,754,122.8333333,4.233794204,NA
315,5.0225,49.00138889,225,Betula pendula*,deciduous,angiosperm,0.122666667,NA,NA,689.0353,1.233436,14.801232,1.233436,10.625,10.625,71.25,855,123.25,4.813788474,NA
315,5.0225,49.00138889,225,Carpinus betulus*,deciduous,angiosperm,0.096967438,13.86802326,NA,689.0353,1.233436,14.801232,1.233436,10.625,10.625,71.25,855,123.25,4.813788474,NA
315,5.0225,49.00138889,225,Fraxinus excelsior*,deciduous,angiosperm,0.1338,16.5,NA,689.0353,1.233436,14.801232,1.233436,10.625,10.625,71.25,855,123.25,4.813788474,NA
315,5.0225,49.00138889,225,Populus tremula*,deciduous,angiosperm,0.256529412,20.60857143,NA,689.0353,1.233436,14.801232,1.233436,10.625,10.625,71.25,855,123.25,4.813788474,NA
315,5.0225,49.00138889,225,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.392154989,20.13009709,NA,689.0353,1.233436,14.801232,1.233436,10.625,10.625,71.25,855,123.25,4.813788474,NA
316,5.531111111,49.00194444,375,Acer pseudoplatanus*,deciduous,angiosperm,0.294385714,NA,31.17355769,661.2511,1.216762,14.601144,1.216762,10.025,10.025,81.75,981,121.5833333,5.598876362,NA
