Site,lon,lat,species,Type,Type2,PFTs,D,H,Ac,R,Gst,MI,ppfd,Database
170,3.405833333,45.02305556,Abies grandis,evergreen,gymnosperm,Evergreen gymnosperm,0.078,NA,13.48652644,NA,8.466666667,3.441488983,25.33180608,ICP
170,3.405833333,45.02305556,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.348024142,25.20512821,NA,NA,8.466666667,3.441488983,25.33180608,ICP
171,6.421388889,45.02666667,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.103866667,NA,3.663333333,NA,6.833333333,6.580826794,28.18127808,ICP
171,6.421388889,45.02666667,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.315125,NA,43.68076429,NA,6.833333333,6.580826794,28.18127808,ICP
171,6.421388889,45.02666667,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.359454546,NA,NA,NA,6.833333333,6.580826794,28.18127808,ICP
171,6.421388889,45.02666667,Salix caprea,deciduous,angiosperm,Deciduous angiosperm,0.064,NA,NA,NA,6.833333333,6.580826794,28.18127808,ICP
171,6.421388889,45.02666667,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.052333333,NA,NA,NA,6.833333333,6.580826794,28.18127808,ICP
171,6.421388889,45.02666667,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.370090172,27.80973783,NA,NA,6.833333333,6.580826794,28.18127808,ICP
171,6.421388889,45.02666667,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.2396875,NA,NA,NA,6.833333333,6.580826794,28.18127808,ICP
172,3.4475,45.0275,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.167038462,NA,NA,NA,8.466666667,3.443065738,25.33180608,ICP
172,3.4475,45.0275,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.087,NA,NA,NA,8.466666667,3.443065738,25.33180608,ICP
172,3.4475,45.0275,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.353006085,27.82973978,NA,NA,8.466666667,3.443065738,25.33180608,ICP
173,13.36777778,46.00027778,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.507897338,36.14157303,NA,NA,13.14166667,7.763560157,25.81621632,ICP
174,2.825833333,46.00055556,Acer campestre*,deciduous,angiosperm,Deciduous angiosperm,0.10819697,NA,NA,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.06,NA,67.019375,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.090343701,12.33900709,7.042921875,6.317929557,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.054428571,NA,NA,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.101617347,NA,7.065,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Fraxinus ornus*,deciduous,angiosperm,Deciduous angiosperm,0.0615,NA,9.8125,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.073847222,NA,28.73222656,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.093307692,NA,NA,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.230857513,18.70553506,NA,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.091209877,NA,NA,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Pinus halepensis*,evergreen,gymnosperm,Evergreen gymnosperm,0.057,NA,NA,NA,9.425,4.506564809,24.4342224,ICP
174,2.825833333,46.00055556,Pinus strobus,evergreen,gymnosperm,Evergreen gymnosperm,0.08425,NA,13.56071925,NA,9.425,4.506564809,24.4342224,ICP
175,7.716388889,46.00055556,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.423416667,23.76666667,NA,NA,6.571428571,3.718444937,26.47159488,ICP
175,7.716388889,46.00055556,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.271993946,18.08403614,NA,NA,6.571428571,3.718444937,26.47159488,ICP
176,14.73694444,46.00083333,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.356628319,30.19186047,NA,NA,10.19090909,8.73131549,24.51970656,ICP
176,14.73694444,46.00083333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.254516871,22.22744015,NA,NA,10.19090909,8.73131549,24.51970656,ICP
177,13.76777778,46.00111111,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.052,3.4,NA,NA,7.657142857,15.94286571,24.06379104,ICP
177,13.76777778,46.00111111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.16696,12.14,NA,NA,7.657142857,15.94286571,24.06379104,ICP
177,13.76777778,46.00111111,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.381466667,25.78,NA,NA,7.657142857,15.94286571,24.06379104,ICP
177,13.76777778,46.00111111,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.25875,22.440625,NA,NA,7.657142857,15.94286571,24.06379104,ICP
177,13.76777778,46.00111111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.246077834,21.24347826,NA,NA,7.657142857,15.94286571,24.06379104,ICP
178,9.493611111,46.00111111,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.520791667,26.04444444,NA,NA,11.01111111,10.1186012,24.02104896,ICP
178,9.493611111,46.00111111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.3295,16.9,NA,NA,11.01111111,10.1186012,24.02104896,ICP
178,9.493611111,46.00111111,Pinus cembra*,evergreen,gymnosperm,Evergreen gymnosperm,0.410043033,22.31639344,NA,NA,11.01111111,10.1186012,24.02104896,ICP
179,14.28722222,46.00111111,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.328666667,13.43333333,NA,NA,10.55833333,7.49369049,24.27750144,ICP
179,14.28722222,46.00111111,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.258666667,15.225,NA,NA,10.55833333,7.49369049,24.27750144,ICP
179,14.28722222,46.00111111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.057333333,4.3,NA,NA,10.55833333,7.49369049,24.27750144,ICP
179,14.28722222,46.00111111,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.267925781,19.32443182,NA,NA,10.55833333,7.49369049,24.27750144,ICP
180,13.71777778,46.00138889,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.273459082,22.8912037,NA,NA,9.925,9.456138456,24.32024352,ICP
180,13.71777778,46.00138889,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.400414508,31.4,NA,NA,9.925,9.456138456,24.32024352,ICP
181,8.448055556,46.00138889,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.538625,34.2,NA,NA,10.17272727,7.203341616,24.56244864,ICP
181,8.448055556,46.00138889,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.316116279,19.82163009,NA,NA,10.17272727,7.203341616,24.56244864,ICP
181,8.448055556,46.00138889,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.352933333,24.93114754,NA,NA,10.17272727,7.203341616,24.56244864,ICP
182,9.126111111,46.00166667,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.157676056,11.4884058,NA,NA,10.93333333,9.205894965,25.5027744,ICP
182,9.126111111,46.00166667,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.140449119,11.73104305,NA,NA,10.93333333,9.205894965,25.5027744,ICP
182,9.126111111,46.00166667,Salix sp.,deciduous,angiosperm,Deciduous angiosperm,0.1635,12.56363636,NA,NA,10.93333333,9.205894965,25.5027744,ICP
182,9.126111111,46.00166667,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.104823529,7.966666667,NA,NA,10.93333333,9.205894965,25.5027744,ICP
183,15.47388889,46.00166667,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.348159664,24.93650794,NA,NA,11.29166667,4.155672233,24.74766432,ICP
184,6.231111111,46.00194444,Acer campestre*,deciduous,angiosperm,Deciduous angiosperm,0.082016393,11.83,NA,NA,9.583333333,5.459910599,25.90170048,ICP
184,6.231111111,46.00194444,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.116579211,15.70963855,NA,NA,9.583333333,5.459910599,25.90170048,ICP
184,6.231111111,46.00194444,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.324250996,24.45850144,NA,NA,9.583333333,5.459910599,25.90170048,ICP
184,6.231111111,46.00194444,Tilia cordata,deciduous,angiosperm,Deciduous angiosperm,0.162125,17.07272727,NA,NA,9.583333333,5.459910599,25.90170048,ICP
184,6.231111111,46.00194444,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,Deciduous angiosperm,0.08725,10.6,NA,NA,9.583333333,5.459910599,25.90170048,ICP
184,6.231111111,46.00194444,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.312181818,11.91,NA,NA,9.583333333,5.459910599,25.90170048,ICP
185,15.38277778,46.00194444,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.322,32.8,NA,NA,11.175,4.404239507,24.63368544,ICP
185,15.38277778,46.00194444,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.318421053,30.49210526,NA,NA,11.175,4.404239507,24.63368544,ICP
185,15.38277778,46.00194444,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.225,23.6,NA,NA,11.175,4.404239507,24.63368544,ICP
185,15.38277778,46.00194444,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.287357143,27.46,NA,NA,11.175,4.404239507,24.63368544,ICP
186,13.48944444,46.00222222,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.075741935,9.511111111,NA,NA,7.577777778,9.80915609,25.47427968,ICP
186,13.48944444,46.00222222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.372181019,32.25530973,NA,NA,7.577777778,9.80915609,25.47427968,ICP
187,6.585,46.00222222,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.455518325,32.24703704,NA,NA,13.14166667,6.356826791,25.17508512,ICP
187,6.585,46.00222222,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.125714067,8.904534606,NA,NA,13.14166667,6.356826791,25.17508512,ICP
187,6.585,46.00222222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.098,7.132432432,NA,NA,13.14166667,6.356826791,25.17508512,ICP
188,19.96694444,46.00222222,Populus alba,deciduous,angiosperm,Deciduous angiosperm,0.28625,16.375,NA,NA,11.23636364,2.414054195,26.08691616,ICP
188,19.96694444,46.00222222,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.14475594,12.15777778,NA,NA,11.23636364,2.414054195,26.08691616,ICP
189,15.11416667,46.00222222,Acer campestre*,deciduous,angiosperm,Deciduous angiosperm,0.24,27.3,NA,NA,12.55454545,5.835535844,24.37723296,ICP
189,15.11416667,46.00222222,Acer platanoides,deciduous,angiosperm,Deciduous angiosperm,0.217583333,23.95,NA,NA,12.55454545,5.835535844,24.37723296,ICP
189,15.11416667,46.00222222,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.25762963,24.36363636,NA,NA,12.55454545,5.835535844,24.37723296,ICP
189,15.11416667,46.00222222,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.260066806,25.31836735,NA,NA,12.55454545,5.835535844,24.37723296,ICP
189,15.11416667,46.00222222,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.475666667,29.7,NA,NA,12.55454545,5.835535844,24.37723296,ICP
189,15.11416667,46.00222222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.33,26.50285714,NA,NA,12.55454545,5.835535844,24.37723296,ICP
189,15.11416667,46.00222222,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.545333333,28.86666667,NA,NA,12.55454545,5.835535844,24.37723296,ICP
190,5.970277778,46.0025,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.121,NA,NA,NA,11.29166667,4.42706743,26.10116352,ICP
190,5.970277778,46.0025,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.121314486,16.36910112,NA,NA,11.29166667,4.42706743,26.10116352,ICP
190,5.970277778,46.0025,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.06175,NA,NA,NA,11.29166667,4.42706743,26.10116352,ICP
190,5.970277778,46.0025,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.172301994,21.95517241,NA,NA,11.29166667,4.42706743,26.10116352,ICP
190,5.970277778,46.0025,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.366368491,26.19566929,NA,NA,11.29166667,4.42706743,26.10116352,ICP
190,5.970277778,46.0025,Tilia cordata,deciduous,angiosperm,Deciduous angiosperm,0.169388889,NA,NA,NA,11.29166667,4.42706743,26.10116352,ICP
191,7.269722222,46.0025,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.061,4.4,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Alnus incana,deciduous,angiosperm,Deciduous angiosperm,0.058,NA,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.09975,10.13333333,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Quercus pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.086933333,5.223076923,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Salix sp.,deciduous,angiosperm,Deciduous angiosperm,0.053428571,5.625,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.08325,6.766666667,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.2153,14.56666667,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Juniperus communis,evergreen,gymnosperm,Evergreen gymnosperm,0.05075,NA,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.234,13.53333333,NA,NA,4.783333333,6.928622648,26.15815296,ICP
191,7.269722222,46.0025,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.167435185,10.5837727,NA,NA,4.783333333,6.928622648,26.15815296,ICP
192,19.96277778,46.0025,Populus alba,deciduous,angiosperm,Deciduous angiosperm,0.338,22.7,NA,NA,12.55454545,2.439234277,26.08691616,ICP
192,19.96277778,46.0025,Pinus nigra*,evergreen,gymnosperm,Evergreen gymnosperm,0.29306579,22.74646465,3.484290172,0.52267928,12.55454545,2.439234277,26.08691616,ICP
192,19.96277778,46.0025,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.270284884,21.228125,NA,NA,12.55454545,2.439234277,26.08691616,ICP
193,5.171388889,46.00277778,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.095183413,13.57272727,NA,NA,11.975,5.130073892,25.645248,ICP
193,5.171388889,46.00277778,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.097535211,NA,NA,NA,11.975,5.130073892,25.645248,ICP
193,5.171388889,46.00277778,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.351312169,27.18784314,NA,NA,11.975,5.130073892,25.645248,ICP
194,9.237777778,46.00277778,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.1394,11.2,NA,NA,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.186236842,17.1,NA,NA,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.123056911,15.632,45.25638221,23.52660593,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.1634,20.96,NA,NA,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Populus tremula*,deciduous,angiosperm,Deciduous angiosperm,0.208,NA,28.19650735,NA,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Salix caprea,deciduous,angiosperm,Deciduous angiosperm,0.1985625,NA,NA,NA,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.085153846,13.7,NA,NA,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.268619048,27.42,29.85180556,4.052904292,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.180233429,21.34810127,36.45721154,9.475210097,12.81666667,6.75625572,26.05842144,ICP
194,9.237777778,46.00277778,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.225508039,23.8231405,NA,NA,12.81666667,6.75625572,26.05842144,ICP
195,10.66388889,46.00277778,Pinus mugo (P. montana)*,evergreen,gymnosperm,Evergreen gymnosperm,0.125054919,10.02280891,NA,NA,9.233333333,5.973720392,23.7218544,ICP
196,2.668055556,46.00305556,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.142679083,11.9875,23.02230556,13.46045945,9.3,5.11787528,24.23475936,ICP
196,2.668055556,46.00305556,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.187707865,21.63035714,25.91080028,6.381674758,9.3,5.11787528,24.23475936,ICP
196,2.668055556,46.00305556,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.40714774,31.06812749,NA,NA,9.3,5.11787528,24.23475936,ICP
196,2.668055556,46.00305556,Ilex aquifolium,evergreen,angiosperm,Evergreen angiosperm,0.051,NA,4.216267708,NA,9.3,5.11787528,24.23475936,ICP
197,16.49722222,46.00305556,Acer opalus,deciduous,angiosperm,Deciduous angiosperm,0.162791304,19.98,NA,NA,11.6,4.018165528,25.26056928,ICP
197,16.49722222,46.00305556,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.178578947,19.55625,20.41785,5.846475992,11.6,4.018165528,25.26056928,ICP
197,16.49722222,46.00305556,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.148018987,18.25588235,8.0384,2.974742357,11.6,4.018165528,25.26056928,ICP
197,16.49722222,46.00305556,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.1553,18.86,5.099416071,1.741034208,11.6,4.018165528,25.26056928,ICP
197,16.49722222,46.00305556,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.47171028,31.45789474,6.1544,0.414744584,11.6,4.018165528,25.26056928,ICP
197,16.49722222,46.00305556,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,Deciduous angiosperm,0.128285714,12.45384615,5.035207233,3.151632406,11.6,4.018165528,25.26056928,ICP
198,8.023888889,46.00333333,Alnus glutinosa*,deciduous,angiosperm,Deciduous angiosperm,0.087333333,9.533333333,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.08673913,8.372727273,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.105693617,9.114736842,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.0542,5.95,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.09,5.3,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.06925,7.8875,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.177752347,12.81278027,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.071358974,7.222222222,NA,NA,4.86,9.933669123,25.10384832,ICP
198,8.023888889,46.00333333,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.0653,7.725,NA,NA,4.86,9.933669123,25.10384832,ICP
199,22.69305556,46.00333333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.218,12.57391304,NA,NA,11.18333333,3.473152695,24.7191696,ICP
199,22.69305556,46.00333333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.229347932,16.91456311,NA,NA,11.18333333,3.473152695,24.7191696,ICP
200,15.46333333,46.00333333,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.295333333,22.5625,NA,NA,13.33333333,4.552750521,24.74766432,ICP
200,15.46333333,46.00333333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.301633803,22.61734694,NA,NA,13.33333333,4.552750521,24.74766432,ICP
200,15.46333333,46.00333333,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.105,4.9,NA,NA,13.33333333,4.552750521,24.74766432,ICP
200,15.46333333,46.00333333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.487396552,28.77307692,NA,NA,13.33333333,4.552750521,24.74766432,ICP
201,15.62305556,46.00361111,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.422818182,26.53333333,NA,NA,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.242869565,20.11764706,NA,NA,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.255254546,21.63571429,NA,NA,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.5484,33.075,7.778041667,0.42881796,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.167,NA,10.90987533,NA,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.6056,35.325,NA,NA,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.175873853,13.95835544,NA,NA,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.339650443,28.0494186,NA,NA,10.91818182,5.719757495,25.06110624,ICP
201,15.62305556,46.00361111,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.4495,29.2,NA,NA,10.91818182,5.719757495,25.06110624,ICP
202,7.298055556,46.00388889,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.14472,8.233333333,NA,NA,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.09334375,6.25,NA,NA,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Ostrya carpinifolia*,deciduous,angiosperm,Deciduous angiosperm,0.061,5.6,10.93717894,32.01750275,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.055105263,3.91,63.585,295.1106202,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.090955696,5.691304348,68.41086222,132.1549249,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Quercus pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.160883721,6.966666667,18.0864,16.13671013,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.102775561,6.027358491,27.52620854,44.43544327,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Juniperus communis,evergreen,gymnosperm,Evergreen gymnosperm,0.067126214,4.464705882,NA,NA,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.159866213,7.584037559,15.98499264,13.18424541,5.416666667,6.311362798,26.15815296,ICP
202,7.298055556,46.00388889,NA,NA,NA,NA,0.059,NA,NA,NA,5.416666667,6.311362798,26.15815296,ICP
203,16.82333333,46.00416667,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.269561934,24.36600791,15.03885134,2.289663821,11.46666667,3.633471049,25.41729024,ICP
204,16.82222222,46.00444444,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.168222222,17.65714286,18.17333483,6.118300905,11.46666667,3.63347598,25.41729024,ICP
204,16.82222222,46.00444444,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.328825532,24.88369565,NA,NA,11.46666667,3.63347598,25.41729024,ICP
204,16.82222222,46.00444444,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.318083333,24.66363636,11.45375557,1.459990026,11.46666667,3.63347598,25.41729024,ICP
205,11.36138889,46.00472222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.414589362,29.96041667,NA,NA,8.355555556,5.604290822,24.8616432,ICP
205,11.36138889,46.00472222,Pinus cembra*,evergreen,gymnosperm,Evergreen gymnosperm,0.3872,22.56,NA,NA,8.355555556,5.604290822,24.8616432,ICP
206,9.699444444,46.00472222,Juniperus communis,evergreen,gymnosperm,Evergreen gymnosperm,0.0734,5.266666667,70.7932625,183.1302275,10.19,6.41351978,23.05222848,ICP
206,9.699444444,46.00472222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.165659899,9.310416667,109.9289469,71.27308511,10.19,6.41351978,23.05222848,ICP
206,9.699444444,46.00472222,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.295011628,14.53947368,80.9934865,18.88262092,10.19,6.41351978,23.05222848,ICP
