Site,lon,lat,species,Type,Type2,PFTs,D,H,Ac,R,Gst,MI,ppfd,Database
563,13.47222222,52.18388889,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.214282809,20.68731707,NA,NA,9.533333333,3.785380138,19.90356192,ICP
564,13.4325,52.18416667,Acer platanoides,deciduous,angiosperm,Deciduous angiosperm,0.078714286,8.466666667,47.13019231,70.71852429,9.65,3.423893617,19.98904608,ICP
564,13.4325,52.18416667,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.0495,7.2,NA,NA,9.65,3.423893617,19.98904608,ICP
564,13.4325,52.18416667,Prunus serotina,deciduous,angiosperm,Deciduous angiosperm,0.08425,6.222222222,NA,NA,9.65,3.423893617,19.98904608,ICP
564,13.4325,52.18416667,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.05432,5.764,NA,NA,9.65,3.423893617,19.98904608,ICP
564,13.4325,52.18416667,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.05,6.1,NA,NA,9.65,3.423893617,19.98904608,ICP
564,13.4325,52.18416667,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.258626061,19.72121212,NA,NA,9.65,3.423893617,19.98904608,ICP
565,13.97361111,52.20083333,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.0635,5.8,NA,NA,9.475,3.719975103,19.83232512,ICP
565,13.97361111,52.20083333,Prunus serotina,deciduous,angiosperm,Deciduous angiosperm,0.0714,5.64,NA,NA,9.475,3.719975103,19.83232512,ICP
565,13.97361111,52.20083333,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.064285714,5.985714286,NA,NA,9.475,3.719975103,19.83232512,ICP
565,13.97361111,52.20083333,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.347267731,24.82234043,NA,NA,9.475,3.719975103,19.83232512,ICP
566,12.19166667,52.20111111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.055,5.9,NA,NA,9.45,3.312274558,20.06028288,ICP
566,12.19166667,52.20111111,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.056133333,5.566666667,NA,NA,9.45,3.312274558,20.06028288,ICP
566,12.19166667,52.20111111,Quercus rubra*,deciduous,angiosperm,Deciduous angiosperm,0.071090909,7.163636364,NA,NA,9.45,3.312274558,20.06028288,ICP
566,12.19166667,52.20111111,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.059,7.05,NA,NA,9.45,3.312274558,20.06028288,ICP
566,12.19166667,52.20111111,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.260734286,23.34213198,NA,NA,9.45,3.312274558,20.06028288,ICP
567,14.13805556,52.20166667,Acer platanoides,deciduous,angiosperm,Deciduous angiosperm,0.052,NA,NA,NA,10.11818182,3.670076419,20.20275648,ICP
567,14.13805556,52.20166667,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.065631579,7.614285714,65.85534314,131.7798458,10.11818182,3.670076419,20.20275648,ICP
567,14.13805556,52.20166667,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.066885417,6.771794872,NA,NA,10.11818182,3.670076419,20.20275648,ICP
567,14.13805556,52.20166667,Quercus rubra*,deciduous,angiosperm,Deciduous angiosperm,0.070666667,7.375,NA,NA,10.11818182,3.670076419,20.20275648,ICP
567,14.13805556,52.20166667,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.310389474,26.06647727,78.5,9.702425775,10.11818182,3.670076419,20.20275648,ICP
568,14.165,52.20222222,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.33,26.9,NA,NA,10.17272727,3.360136771,20.33098272,ICP
568,14.165,52.20222222,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.283245902,28.56976744,NA,NA,10.17272727,3.360136771,20.33098272,ICP
569,11.58083333,52.25027778,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.099333333,6.611111111,NA,NA,9.633333333,3.142921811,20.2312512,ICP
569,11.58083333,52.25027778,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.259888486,22.5130597,NA,NA,9.633333333,3.142921811,20.2312512,ICP
570,12.05388889,52.25055556,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.207289109,22.86732394,NA,NA,9.566666667,3.297750417,19.93205664,ICP
571,11.57944444,52.25083333,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,0.416275862,30.48448276,NA,NA,9.633333333,3.142933078,20.2312512,ICP
572,5.166388889,52.35555556,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.202048387,17.16290323,NA,NA,10.18333333,5.239792782,20.0887776,ICP
572,5.166388889,52.35555556,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.265443709,19.4410596,NA,NA,10.18333333,5.239792782,20.0887776,ICP
573,5.2675,52.35666667,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,0.2545489,22.37626527,NA,NA,10.14166667,5.28135914,19.97479872,ICP
574,6.838888889,52.35694444,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.08065,6.25,NA,NA,9.891666667,5.197361488,19.46189376,ICP
574,6.838888889,52.35694444,Prunus serotina,deciduous,angiosperm,Deciduous angiosperm,0.0896,NA,NA,NA,9.891666667,5.197361488,19.46189376,ICP
574,6.838888889,52.35694444,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.18424,9.116666667,NA,NA,9.891666667,5.197361488,19.46189376,ICP
574,6.838888889,52.35694444,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.283221932,16.41322957,NA,NA,9.891666667,5.197361488,19.46189376,ICP
575,-6.894444444,53.00027778,Picea sitchensis*,evergreen,gymnosperm,Evergreen gymnosperm,0.303251678,NA,NA,NA,9.991666667,6.895582787,17.85194208,ICP
576,-7.959444444,53.00222222,Picea sitchensis*,evergreen,gymnosperm,Evergreen gymnosperm,0.155945181,NA,NA,NA,9.725,6.911128463,17.86618944,ICP
577,-6.501388889,53.0025,Pinus contorta*,evergreen,gymnosperm,Evergreen gymnosperm,0.190969256,16.55,NA,NA,8.341666667,10.78293852,16.65516384,ICP
578,-9.638611111,53.00277778,Picea sitchensis*,evergreen,gymnosperm,Evergreen gymnosperm,0.161736301,21.7,22.38570913,6.378280526,NA,NA,NA,ICP
579,-9.235833333,53.00305556,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.18375,NA,NA,NA,9.975,10.21787004,18.36484704,ICP
579,-9.235833333,53.00305556,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.162880952,NA,NA,NA,9.975,10.21787004,18.36484704,ICP
579,-9.235833333,53.00305556,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.1458,NA,NA,NA,9.975,10.21787004,18.36484704,ICP
579,-9.235833333,53.00305556,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.344637931,18.76,NA,NA,9.975,10.21787004,18.36484704,ICP
579,-9.235833333,53.00305556,Ilex aquifolium,evergreen,angiosperm,Evergreen angiosperm,0.129863014,NA,NA,NA,9.975,10.21787004,18.36484704,ICP
579,-9.235833333,53.00305556,NA,NA,NA,NA,0.162666667,NA,NA,NA,9.975,10.21787004,18.36484704,ICP
580,-7.024166667,53.00388889,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.199503846,NA,21.85545673,NA,10.05,5.93830928,17.76645792,ICP
581,-6.894444444,53.00444444,Picea sitchensis*,evergreen,gymnosperm,Evergreen gymnosperm,0.209461353,15.58285714,NA,NA,9.991666667,6.856231615,17.85194208,ICP
582,53.88472222,53.01694444,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.361333333,NA,NA,NA,13.54285714,2.942381232,22.42534464,ICP
582,53.88472222,53.01694444,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.18626,NA,NA,NA,13.54285714,2.942381232,22.42534464,ICP
582,53.88472222,53.01694444,Fraxinus ornus*,deciduous,angiosperm,Deciduous angiosperm,0.359,NA,NA,NA,13.54285714,2.942381232,22.42534464,ICP
582,53.88472222,53.01694444,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.253121212,24.5,NA,NA,13.54285714,2.942381232,22.42534464,ICP
582,53.88472222,53.01694444,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.157985294,19,7.5517,2.515790455,13.54285714,2.942381232,22.42534464,ICP
582,53.88472222,53.01694444,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.255308617,23.28295455,NA,NA,13.54285714,2.942381232,22.42534464,ICP
582,53.88472222,53.01694444,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,0.37275,NA,12.42084091,NA,13.54285714,2.942381232,22.42534464,ICP
583,53.78888889,53.0175,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.167,NA,4.9769,NA,13.52857143,2.741058679,22.41109728,ICP
583,53.78888889,53.0175,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.327,28,4.90625,0.535850808,13.52857143,2.741058679,22.41109728,ICP
583,53.78888889,53.0175,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.252586354,23.37931034,6.00054,1.016128787,13.52857143,2.741058679,22.41109728,ICP
584,53.18333333,53.01777778,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.215307692,NA,5.680572512,NA,13.82857143,2.67184317,22.28287104,ICP
584,53.18333333,53.01777778,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.279196691,24.03888889,21.2264,3.162654038,13.82857143,2.67184317,22.28287104,ICP
585,53.12777778,53.01916667,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.177759767,18.03555556,2.5434,0.793325967,13.82857143,2.822982316,22.2971184,ICP
586,53.76944444,53.01944444,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.313,NA,NA,NA,13.28571429,2.939623264,22.41109728,ICP
586,53.76944444,53.01944444,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.327,NA,NA,NA,13.28571429,2.939623264,22.41109728,ICP
586,53.76944444,53.01944444,Quercus faginea*,deciduous,angiosperm,Deciduous angiosperm,0.535333333,NA,NA,NA,13.28571429,2.939623264,22.41109728,ICP
586,53.76944444,53.01944444,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,13.28571429,2.939623264,22.41109728,ICP
586,53.76944444,53.01944444,Quercus rubra*,deciduous,angiosperm,Deciduous angiosperm,0.5275,NA,70.42706,NA,13.28571429,2.939623264,22.41109728,ICP
586,53.76944444,53.01944444,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.328803352,28.67222222,NA,NA,13.28571429,2.939623264,22.41109728,ICP
586,53.76944444,53.01944444,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.231,NA,NA,NA,13.28571429,2.939623264,22.41109728,ICP
586,53.76944444,53.01944444,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,NA,NA,NA,NA,13.28571429,2.939623264,22.41109728,ICP
587,53.81111111,53.02,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.211884456,21.16777778,NA,NA,13.62857143,2.463947857,22.3683552,ICP
588,53.98361111,53.0225,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.298666667,NA,NA,NA,13.42857143,3.184673518,22.35410784,ICP
588,53.98361111,53.0225,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.182666667,NA,NA,NA,13.42857143,3.184673518,22.35410784,ICP
588,53.98361111,53.0225,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.11325,NA,NA,NA,13.42857143,3.184673518,22.35410784,ICP
588,53.98361111,53.0225,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.259873926,24.87594937,NA,NA,13.42857143,3.184673518,22.35410784,ICP
588,53.98361111,53.0225,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.3378,29,NA,NA,13.42857143,3.184673518,22.35410784,ICP
588,53.98361111,53.0225,Tilia cordata,deciduous,angiosperm,Deciduous angiosperm,0.153625,NA,NA,NA,13.42857143,3.184673518,22.35410784,ICP
589,53.77305556,53.02277778,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.233638814,22.68333333,NA,NA,13.28571429,2.93968102,22.41109728,ICP
590,53.45888889,53.02305556,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.248711908,23.14666667,NA,NA,13.71428571,2.881435576,22.2971184,ICP
591,9.458055556,53.03361111,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.221666667,13,NA,NA,9.383333333,4.623412014,19.14845184,ICP
591,9.458055556,53.03361111,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.125375,7.5,NA,NA,9.383333333,4.623412014,19.14845184,ICP
591,9.458055556,53.03361111,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.353913979,14.06989247,NA,NA,9.383333333,4.623412014,19.14845184,ICP
592,53.86388889,53.03361111,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.312166667,21,NA,NA,13.3,3.152552164,22.42534464,ICP
592,53.86388889,53.03361111,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.128367816,NA,NA,NA,13.3,3.152552164,22.42534464,ICP
592,53.86388889,53.03361111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.3274,23,NA,NA,13.3,3.152552164,22.42534464,ICP
592,53.86388889,53.03361111,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.323901157,25.04266667,NA,NA,13.3,3.152552164,22.42534464,ICP
