H,Database
NA,ICP
NA,ICP
18.60625,ICP
NA,ICP
20.20666667,ICP
NA,ICP
NA,ICP
18.215,ICP
9.9,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
14.76,ICP
19.56969697,ICP
NA,ICP
NA,ICP
NA,ICP
22.78928571,ICP
NA,ICP
NA,ICP
27.22195122,ICP
NA,ICP
NA,ICP
NA,ICP
21.81714286,ICP
33.01538462,ICP
25.45,ICP
NA,ICP
NA,ICP
NA,ICP
15.578125,ICP
NA,ICP
23.33421053,ICP
13.02857143,ICP
20.52,ICP
17,ICP
24.1,ICP
16.43703704,ICP
14.96428571,ICP
17.95,ICP
14.9,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
31.25517241,ICP
20.88867925,ICP
NA,ICP
NA,ICP
24.77696629,ICP
16.24954128,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
17.088,ICP
NA,ICP
NA,ICP
NA,ICP
18.35,ICP
NA,ICP
NA,ICP
20.04153846,ICP
11.10416667,ICP
22.61666667,ICP
18.67777778,ICP
NA,ICP
17.875,ICP
NA,ICP
14.91666667,ICP
NA,ICP
NA,ICP
NA,ICP
28.96363636,ICP
17.38636364,ICP
17.775,ICP
NA,ICP
20.425,ICP
22.59090909,ICP
NA,ICP
NA,ICP
NA,ICP
20.875,ICP
NA,ICP
NA,ICP
22.025,ICP
NA,ICP
18.78947368,ICP
19.5,ICP
19.225,ICP
NA,ICP
NA,ICP
22.53846154,ICP
NA,ICP
10.1,ICP
14.35555556,ICP
19.36363636,ICP
26.515,ICP
NA,ICP
NA,ICP
NA,ICP
23.55,ICP
22.6,ICP
14.38571429,ICP
22.50431034,ICP
20.77777778,ICP
26.375,ICP
10.72727273,ICP
19.93181818,ICP
23.1875,ICP
21.72727273,ICP
21.82692308,ICP
21.75,ICP
NA,ICP
18.32352941,ICP
24.15,ICP
NA,ICP
16.25,ICP
19.125,ICP
21.95833333,ICP
18.375,ICP
8.75,ICP
21.6,ICP
NA,ICP
13.75,ICP
20.22727273,ICP
NA,ICP
19.34090909,ICP
16,ICP
18.91666667,ICP
17.25,ICP
NA,ICP
NA,ICP
16.75,ICP
25.375,ICP
NA,ICP
19.828125,ICP
27.28125,ICP
17.48170732,ICP
18.59375,ICP
NA,ICP
NA,ICP
16.775,ICP
15.3,ICP
6.8,ICP
17.8,ICP
22.76666667,ICP
19.76376307,ICP
17.85507246,ICP
17.36995516,ICP
17.36666667,ICP
21.85408163,ICP
NA,ICP
24.87078189,ICP
24.75238095,ICP
25.2,ICP
20.84285714,ICP
25.4,ICP
26.28888889,ICP
NA,ICP
22.57272727,ICP
NA,ICP
18.95,ICP
NA,ICP
23.16842105,ICP
25.675,ICP
NA,ICP
NA,ICP
15.875,ICP
NA,ICP
NA,ICP
22.18181818,ICP
NA,ICP
19.825,ICP
NA,ICP
25.69,ICP
NA,ICP
22.975,ICP
NA,ICP
NA,ICP
19.90625,ICP
22.375,ICP
16.69642857,ICP
21.925,ICP
NA,ICP
18.25,ICP
21.65,ICP
NA,ICP
23.38888889,ICP
23.75,ICP
NA,ICP
20.625,ICP
NA,ICP
NA,ICP
22.18181818,ICP
13.56578581,ICP
19.06875,ICP
17.90820046,ICP
6.3,ICP
13.3017094,ICP
19.13333333,ICP
NA,ICP
18.90418006,ICP
20.29166667,ICP
19.75289256,ICP
16.6,ICP
15.7,ICP
19.63971631,ICP
19.7,ICP
20.75,ICP
17.55,ICP
23.9125,ICP
25.75,ICP
25.2826087,ICP
25.4375,ICP
9.428571429,ICP
9.68,ICP
NA,ICP
23.5,ICP
NA,ICP
NA,ICP
NA,ICP
20.35416667,ICP
NA,ICP
16.47727273,ICP
NA,ICP
NA,ICP
16.31818182,ICP
NA,ICP
NA,ICP
18.2,ICP
20.6,ICP
23.63333333,ICP
27.75,ICP
NA,ICP
18.975,ICP
NA,ICP
17.95454545,ICP
NA,ICP
22,ICP
22.39285714,ICP
NA,ICP
NA,ICP
7.872727273,ICP
18.69928058,ICP
20.3,ICP
20.7,ICP
12.50526316,ICP
18.79090909,ICP
20.52954545,ICP
21.47875211,ICP
21.48285714,ICP
21.57,ICP
5.016666667,ICP
20.89579968,ICP
15.14806452,ICP
21.81923077,ICP
20.27003058,ICP
16.2,ICP
19.01674208,ICP
22.41629213,ICP
23.37317073,ICP
9.1,ICP
5.4,ICP
14.99621993,ICP
21.83157895,ICP
20.21628664,ICP
NA,ICP
NA,ICP
17.18055556,ICP
18.90909091,ICP
NA,ICP
20.575,ICP
NA,ICP
18.63636364,ICP
NA,ICP
14.82352941,ICP
18.16666667,ICP
16.875,ICP
18.52272727,ICP
16.70833333,ICP
21.25,ICP
22.09090909,ICP
22.70512821,ICP
24,ICP
18.2254902,ICP
8.535714286,ICP
23.59090909,ICP
NA,ICP
NA,ICP
19.85,ICP
NA,ICP
19.59375,ICP
21.125,ICP
NA,ICP
22.75,ICP
20.73529412,ICP
14.95044092,ICP
24.58047337,ICP
14.02176871,ICP
19.3,ICP
7.7,ICP
5.15,ICP
22.31034483,ICP
22.01025641,ICP
11.85,ICP
20.45165017,ICP
18.17,ICP
22.16197339,ICP
27.01984733,ICP
26.79401709,ICP
7.58,ICP
7.061538462,ICP
20.76973545,ICP
28.48571429,ICP
11.8,ICP
10.19266862,ICP
13.85,ICP
11.07592593,ICP
19.23176895,ICP
NA,ICP
13.6875,ICP
NA,ICP
17.725,ICP
18.17333333,ICP
NA,ICP
15.96666667,ICP
18.34210526,ICP
NA,ICP
17.225,ICP
NA,ICP
NA,ICP
10.45,ICP
9.557894737,ICP
6.9,ICP
12.15,ICP
14.76448864,ICP
17.7375,ICP
25.4592437,ICP
18.525,ICP
11.38636364,ICP
12.125,ICP
20.06666667,ICP
13.23278689,ICP
16.24183007,ICP
6.68,ICP
22.05941828,ICP
10.75,ICP
13.8,ICP
19.56523605,ICP
10.8,ICP
NA,ICP
14.73684211,ICP
NA,ICP
NA,ICP
13.73076923,ICP
11.36818182,ICP
14.72727273,ICP
NA,ICP
12.3875,ICP
16.9,ICP
14.34274194,ICP
8.816666667,ICP
8.770544919,ICP
4.5,ICP
8.905928237,ICP
20.60416667,ICP
14.47058824,ICP
17.75,ICP
NA,ICP
NA,ICP
13.985,ICP
10.16666667,ICP
19.85714286,ICP
NA,ICP
11.95454545,ICP
12.8,ICP
13.75223881,ICP
12.72727273,ICP
NA,ICP
NA,ICP
13.72916667,ICP
17.2,ICP
18.21052632,ICP
25.425,ICP
24.5,ICP
11.91666667,ICP
9.825,ICP
10.38475992,ICP
13.35,ICP
12.11980542,ICP
12.424,ICP
8.3,ICP
11.26484018,ICP
18.8,ICP
16.05,ICP
11.54,ICP
14,ICP
10.75,ICP
14.59813665,ICP
14.14234234,ICP
4.8,ICP
9.139754816,ICP
17.4040404,ICP
14.51904762,ICP
9.2,ICP
10.52361963,ICP
16.13802817,ICP
11.55060241,ICP
17.4,ICP
12.25714286,ICP
13.5,ICP
10.45,ICP
14.75,ICP
15.625,ICP
15.5,ICP
14.88235294,ICP
8.2,ICP
10.325,ICP
8.307344633,ICP
7.1,ICP
7.1,ICP
8.493480345,ICP
11.74060403,ICP
NA,ICP
14.75,ICP
NA,ICP
NA,ICP
14.10508475,ICP
5.4375,ICP
10.03141994,ICP
8.335294118,ICP
9.835211268,ICP
5.006521739,ICP
10.17670683,ICP
